id_fichier,sentiment,commentaire
48,negatif,"produit reu gratuitementce skyrim sepcial edition est un lifting hd paresseux de skyrim sorti en paresseux
 car le jeu nest pas beaucoup plus beau que skyrim de base et 
clairement moins beau quun skyrim modd de plus au niveau interface 
on retrouve linterface dorigine pense pour les consoles et totalement
 infame sur pc dautant plus si vous avez connu le mod skyui un 
indispensableet que je lai eu gratuitement ne justifie nullement
 cette version trs paresseuse que bethesda propose bethesda qui 
escompte bien que les moddeurs feront le taf pour rendre leur jeu 
jouable sur pc mais qui supprime les succes si on installe un mod ce
 qui est contreproductif pour eux vu que leur jeu sont toujours supra 
bugg et heureusement que la communaut est l pour rendre leur jeu 
apprciable et jouableen plus que la team qui travaille sur le 
mod skse qui est indispensable  la grande majorit des mods comme 
skyui galre  ladapter  la nouvelle architecture bit de cette 
mouturepour ce qui est des autres ajots de cette version cest 
plus de laccessoire quautre chose vu le contenu dj norme du jeu de 
basedonc au final je me demande bien  qui sadresse cette mouture
 car pour ceux qui dcouvre skyrim aujourdhui le jeu de base est si 
massif que les quelque ajots passeront inaperus et les anciens seront 
particulirement dus de constater le peu de nouveaut dans cette 
version en plus de cette interface infecte console qui gache grandement 
le plaisir et labsence des mods indispensable de skyrimalors non 
je ne recommande pas lachat de cette version je conseillerais plutt 
aux nouveaux venus de prendre la version de base avec lintegralit des 
dlc qui est toujours moins cher  en bundle sur steam que cette 
version et ou vous pourrez avoir un jeu beaux et agrable  arpenter 
avec plein dajouts avec les mods de la communaut"
49,negatif,"dans cette version de skyrim les mods de la version 
legendary ou de base sont quasiment tous incompatibles skyrim script 
extender est incompatible et je ne peut pas jouer en multijoueur grace 
au mod tamriel online avec cette special edition"
50,negatif,mise  jour de  qui fout en lair mon skyrimon en veut pas de vos mods payants pourris bande de naze de bethesdabougez vous le cl pour un the elder scroll   la rigueur mais laissez skyrim tranquille
51,negatif,"merci todd howard jai perdu ma partie avec ta mise  
jour je ne regrette aucunement davoir migr de legacy  special 
edition cest tellement mieux de tout perdre  parce que monsieur 
howard dcide de refaire une tentative avec ses magnifique mod payant 
que tout le monde aime merci todd howard tu sais tellement comment 
faire plaisir  ta communautsign un utilisateur ravis davoir tout perdu"
52,negatif,produit reu gratuitementun conseil  si vous possdez dj skyrim et que vous lavez modd de manire suffisante nachetez pas acordialement
53,negatif,"skyrim en plus beau et en plus fluide en bref cest skyrim mais en mieuxla question est est-ce que a vaut   et
 bien si lon ajoute le fait quil est possible dajouter un enb non 
sans  pour linstaller videment au skyrim de base pour le 
rendre magnifique et que par consquent le seul ajout est la 
fluidit jajoute  et je retient  puis je divise par  ce qui me 
donne non "
54,negatif,"edit du   skyui est enfin disponible sur le nexus pour skyrim se je vais tre un peu plus clair et tranch pour ceux du fond lnon ce jeu napporte strictement rien  la version pc existante au contraire mme - succs dsactivs ds quon active un mod serieux  -- ah il y a un mod-
 ergonomie de linterface inventaire spec magie catastrophique 
a reste toujours la mme et elle naurait dj pas d exister en - quasiment pas de mod jespre que a va voluer  pages sur le nexus  pages pour la version - textures toujours bien baveuses- ils ont gards les bugs vanilla cest charmant regardez dans le hub de la commnaut a foisonneoui
 il est plus beau ou du moins semble avoir bien plus deffets 
graphiques et une meilleure finesse globale mais non je ne vous le 
recommande pas pour le moment gardez votre skyrim pc mod aux petits 
oignons et attendez un momenthlas  combien hlas ils ont 
laisss linterface telle quelle et cest un cauchemar en ergonomie  
des menus latraux successifs pas de tri pas dicne  trouver un 
objet prcis est un vritable enfer et qui plus est exponentiel aux 
nombres de clics ncessaires pour lobtenirmalheureusement le dveloppeur du fameux mod skyui ne prvoit pas dadapter son mod - juste essentiel - sur skyrim sepour
 moi cest rdhibitoire pour le moment je reviendrais sur cette val 
quand lergonomie sera amliore et jespre bien y revenir attention
 skyrim est un grand jeu immersif et prenant et il y a de quoi y 
consacrer plusieurs centaines dheures ce nest pas le jeu que je 
critique mais cette special edition qui contrairement aux consoles 
napporte rien au pccette version se na finalement dintert 
que sur console puisque quelle y apporte les mods et un meilleur ratio
 qualit  performance difficile  obtenir  lpoque psliste des mods ncessaires au  unofficial skyrim special edition patch by unofficial patch project teamhttpwwwnexusmodscomskyrimspecialeditionmodsachievements mods enabler by xshadowmanx or sumwunhttpwwwnexusmodscomskyrimspecialeditionmodseven better quest objectives - ebqo by whickus with fixes and expansions by william immhttpwwwnexusmodscomskyrimspecialeditionmods"
55,negatif,"chers lecteurslectrices bonjour pour commencer 
veuillez noter que mon commentaire est un norme pav navr mais jai 
pas mal de choses  dire sur ce jeupour ceux qui vont le lire je vous souhaite une bonne lecturepour
 ceux qui cherchent un fix pour les problmes graphiques sur steamdeck 
la solution se trouve quasiment  la fin du commentairepour le 
contexte jai jou plusieurs milliers dheures  skyrim jai arrt de
 compter  partir de  heures de jeu ne vous fiez pas au nombre 
dheures sur mon profilje connais bien ce jeu  mes yeux cest un chef-duvrecependant cest suite  la dernire mise  jour de ce jeu que je dcide de rdiger un commentairemon histoire commence en  lorsque jai dcouvert skyrim sur ma xbox  cette poque le jeu ma impressionn  la fois par ses graphismes et par lincroyable aventure quil proposaitce jeu tait pour moi une vritable bouffe doxygnele
 simple fait de pouvoir explorer un vaste monde et de crer sa propre 
destine tait quelque chose dindit du moins pour moijai ador 
le fait de pouvoir tre un ange venir en aide  son prochain en le 
sauvant dune attaque de dragon pour ensuite devenir un vritable dmon
 en rcuprant des objets  vendre sur son cadavre frachement assassin
 par moi lolje me souviens galement de moments mmorables
 comme la premire fois o jai crois un gant avec cette rflexion  
moi-mme o je me suis dit  oh  un gant  est-ce que je peux lui 
parler  puis cinq secondes plus tard voir mon cadavre voler   m 
au-dessus du solil y avait aussi de nombreux bugs certains mont fait rire tandis que dautres mont fait rageret
 aprs plusieurs milliers dheures dune folle aventure  jouer sur ma 
console aprs un hdd cram la mort de  manettes ainsi que de leur 
joystick aprs des annes de bons et loyaux services ma console a fini
 par rendre lme emportant avec elle toutes ces heures passes sur 
skyrimmon histoire continue ensuite sur mon premier pc achet 
doccasion jai recommenc  jouer  skyrim sur une version dont je ne 
parlerai pas de la provenance avec un truc incroyable appel des mods 
aprs quelques centaines dheures supplmentaires jai finalement 
arrt dy jouer la raison est quil y a plein dautres jeux dans ce 
vaste monde et puis il faut vivre une vie relle de temps en tempsjai
 ensuite rachet skyrim sur nintendo switch suite  un court moment de 
nostalgie enfin pour tre plus prcis jai achet la nintendo switch 
pour jouer  skyrim  cause dun moment de nostalgie oui je sais  ce
 niveau on ne peut plus rien pour moi jy ai rejou pas mal dheures 
mais beaucoup moins quavant car globalement je connaissais dj bien le
 jeu jai finalement recommenc  jouer lorsque la version anniversary 
est sortieje remercie la puissance suprieure des geeks qui 
par une multitude dactions et de circonstances ont finalement men  
la cration de valve je remercie valve pour la multitude dactions et 
de circonstances qui ont men  la cration de la steamdeck et devinez 
qui a achet skyrim sur steam afin de jouer sur la steamdeck vous 
lavez probablement devinbref jai pass quelques heures 
encore sur ce jeu incroyable sur la steamdeck jai apprci ce jeu 
malgr une multitude de bugs normal venant de bethesdamais aujourdhui cest trop cest la maj de tropbethesda
 a voulu nous vendre que skyrim est entirement compatible avec la 
steamdeck et comme dhabitude bethesda na pas pu sempcher 
dimplmenter des bugs maintenant pour ceux qui ont une qualit 
horrible sur steamdeck car le jeu est revenu en mode graphisme de base 
et que vous ne pouvez pas modifier les graphismes dans le jeu eh bien 
force  vous non je plaisantele correctif consiste  aller dans les paramtres du jeu et dans les options de lancement vous mettez steamdeck commandle lanceur original reviendra et vous pourrez redfinir les paramtres graphiques enfin sivous avez toujours envie de jouer car le pire arrivebethesda
 a dcid de changer radicalement leur politique sur les mods et de nous
 faire du nintendo online avec des mods payants ddicace  minecraft 
sur switchforce aux joueurs qui avaient fait des builds incroyables avec leurs mods et que maintenant plus rien ne fonctionneforce  ceux qui ont probablement perdu leur partie car certains modes supprims peuvent corrompre leur sauvegardepour
 conclure je vous recommande skyrim le jeu de base voire la version 
anniversary je ne vous recommande surtout pas cette dernire mise  
jour de skyrim qui fait pire que mieuxsi jai un conseil  donner  bethesda cest de ne pas oublier cette citation  le mieux est lennemi du bienmerci de mavoir lups 
 nouveau bug sympa - impossible de recommencer une partie sur steamdeck 
depuis la mise  jour le jeu crash lorsquil faut entrer le nom de 
notre hros jai test sur deux steamdeck diffrentes cest un bug qui
 tombe vraiment mal sachant que lhistoire des mods a probablement tu 
la plupart des parties des joueurs qui utilisent des mods jespre que 
ce nest limit quaux steamdeck si ce nest pas le cas je souhaite 
une bonne fin danne  toutes les personnes de chez bethesda qui ont 
dcid de cette mise  jour elles vont en avoir besoin lol allez 
bisous"
56,negatif,"produit reu gratuitementnon non non et nongnah sai skirim gnah prends mon argent bethesdapour
 le contexte jai reu ledition spciale gratuitement il y a ans 
sans raisons du coup voyant larnaque edition que microsoft a dcid de
 pondre pour les ans du jeu je me suis dis quest-ce donc cette 
versionje coupe court cest le mme jeutoujours les mmes 
bugs les graphiques un peu plus beau un systme survie incomplet
 vis--vis de ceux quon trouve en mod et surtout le creation club 
et un gros boutondigne de w passer  lanniversary edition ah 
aussi des creation gratuitescette version est une arnaque il
 faut le dire franchement quand on sort un jeu ans aprs avec 
seulement des amliorations graphiques et une boutique on se moque 
des joueurs surtout que lorsque je peux avoir skyrim legendary pour 
 balles pourquoi acheter celle-ci  gnah gnah il faut boycotter cette manire de faire nacheter rien du creation club ni aucunes autres nouvelles dition"
57,negatif,"mme si lupdate graphique est assez importante je 
trouve que bethesda sest un peu foutu de nous avec cette special 
edition hormi le moteur revisit et les graphismes rien de nouveau 
 si ce nest plus de bugs en plus de ceux prsents dans le jeu 
originel jai test et ils sont toujours l et crash  le jeu crash 
en vanilla bethesda heuresement que je lai eu gratuitement je 
vous demande fortement de ne pas vous foutre des joueurs pc de leur 
foutre une version gratuite mais bugge vous en ressentirez des dgats 
 la sortie de tes vi fallout iv fait dj des dgats  votre 
communautnachetez pas ce jeu ou attendez que son prix baisse et que le modage se soit dveloppah petit  le systme pour moder a quand mme t amlior etbethesdanetest bien foutu mais cest tout"
58,negatif,"produit reu gratuitementthe elder scrolls v skyrim  ce jeu ma fait saliver 
comme jamais en  je lavais sur xbox  puis jai achet 
lanthologie sur pc qui ma permis de dcouvrir les joies des modsinutile de vous faire une prsentation du jeu rfrez-vous  boblennon sur youtube il saura mieux vous en faire profiteren
 ce qui concerne cette special edition je suis assez mitig  
japprcie le geste de bethesda davoir donner le jeu gratuitement au 
possesseur de ldition lgendaire mais japprcie moi le geste de le 
faire payer plein pot aux joueurs consoles  surtout aprs vois promis
 les mods aux joueurs ps pour les annuler ensuite  aprs je ne suis 
plus trop au courant de cette histoire je ne lai pas sur psdu
 ct des changements cest pas hyper flagrant mais je remarque une 
certaine optimisation de tout a je me suis amus  spawn pleins de npc
 et mes fps restaient correctes quelques dtails au sol sont  
remarquer aussi des textures plus douces etc en gros si jai 
bien compris bethesda nous a gratifi de textures hd k  dsol je ne
 my connais pas tellement l dedans le mod flora et peut tre pure 
water mais en simplifi  je suis assez perplexe il y a comme une odeur
 darnaque l dedanssi vous navez jamais jou  skyrim et 
vous avez un bon pc   prenez cette dition sinon je ne vous la 
recommande pas tellement je suis assez mitig sur la question "
